FID,the_geom,code,timestamp,air_pressure,air_temperature_avg,air_temperature_max,air_temperature_min,relative_humidity,precipitation,wind_speed,qc_flags
aws_1day.fid-43fc473f_19185bab7bf_-47ed,POINT (4.358 50.797),6447,2022-10-16T00:00:00,1002.3,15.1,18.58,12.8,85.64,1.75,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47ec,POINT (4.358 50.797),6447,2022-10-17T00:00:00,1008.57,16.53,17.78,14.72,93.71,2.35,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47eb,POINT (4.358 50.797),6447,2022-10-18T00:00:00,1015.36,15.5,20.06,11.15,83.49,0.09,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47ea,POINT (4.358 50.797),6447,2022-10-19T00:00:00,1009.95,12.54,17.7,8.79,87.51,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47e9,POINT (4.358 50.797),6447,2022-10-20T00:00:00,998.44,15.88,20.46,10.83,88.04,2.01,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47e8,POINT (4.358 50.797),6447,2022-10-21T00:00:00,995.45,16.28,20.62,12.82,83.66,0.88,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47e7,POINT (4.358 50.797),6447,2022-10-22T00:00:00,1000.8,15.51,19.39,13.77,83.39,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47e6,POINT (4.358 50.797),6447,2022-10-23T00:00:00,994.96,16.57,20.04,14.15,81.84,2.61,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47e5,POINT (4.358 50.797),6447,2022-10-24T00:00:00,995.81,15.65,17.6,12.76,79.31,6.09,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47e4,POINT (4.358 50.797),6447,2022-10-25T00:00:00,1002.92,14.2,17.79,12.52,83.72,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47e3,POINT (4.358 50.797),6447,2022-10-26T00:00:00,1004.3,16.78,20.13,13.96,78.38,0.03,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47e2,POINT (4.358 50.797),6447,2022-10-27T00:00:00,1007.03,18.01,22.1,14.45,74.12,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47e1,POINT (4.358 50.797),6447,2022-10-28T00:00:00,1006.62,18.29,22.37,15.08,76.06,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47e0,POINT (4.358 50.797),6447,2022-10-29T00:00:00,1005.63,18.59,25.46,14.12,72.77,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47df,POINT (4.358 50.797),6447,2022-10-30T00:00:00,1006.05,15.51,20.15,12.74,83.65,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47de,POINT (4.358 50.797),6447,2022-10-31T00:00:00,1003.18,14.65,19.52,10.36,86.76,0.53,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47dd,POINT (4.358 50.797),6447,2022-11-01T00:00:00,1002.09,14.51,17.43,11.51,68.57,0.03,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47dc,POINT (4.358 50.797),6447,2022-11-02T00:00:00,1006.77,12.52,15.02,10.38,71.27,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47db,POINT (4.358 50.797),6447,2022-11-03T00:00:00,993.44,11.91,14.88,8.89,84.73,4.05,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47da,POINT (4.358 50.797),6447,2022-11-04T00:00:00,996.52,8.86,11.42,6.02,92.88,0.36,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47d9,POINT (4.358 50.797),6447,2022-11-05T00:00:00,1005.27,7.91,11.17,3.83,89.7,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47d8,POINT (4.358 50.797),6447,2022-11-06T00:00:00,997.78,9.86,11.28,7.64,87.13,4,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47d7,POINT (4.358 50.797),6447,2022-11-07T00:00:00,998.43,13.01,14.68,10.94,84.01,0.63,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47d6,POINT (4.358 50.797),6447,2022-11-08T00:00:00,993.75,13.61,15.5,10.94,74.58,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47d5,POINT (4.358 50.797),6447,2022-11-09T00:00:00,998.89,11.89,14.33,9.82,83.55,1.3,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47d4,POINT (4.358 50.797),6447,2022-11-10T00:00:00,1012.55,10.83,15.11,8.58,85.06,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47d3,POINT (4.358 50.797),6447,2022-11-11T00:00:00,1018,9.53,13.74,6.83,87.16,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47d2,POINT (4.358 50.797),6447,2022-11-12T00:00:00,1017.1,10.22,17.21,5.63,88.15,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47d1,POINT (4.358 50.797),6447,2022-11-13T00:00:00,1008.65,9.13,16.11,4.91,83.83,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47d0,POINT (4.358 50.797),6447,2022-11-14T00:00:00,998.96,6.19,11.34,3,92.47,0.06,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47cf,POINT (4.358 50.797),6447,2022-11-15T00:00:00,991.54,11.2,12.64,8.65,90.2,5.28,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47ce,POINT (4.358 50.797),6447,2022-11-16T00:00:00,984.32,10.12,12.28,7.94,91.88,10.94,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47cd,POINT (4.358 50.797),6447,2022-11-17T00:00:00,976.76,10.35,11.94,8.69,84.38,4.57,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47cc,POINT (4.358 50.797),6447,2022-11-18T00:00:00,990.1,8.81,10.94,7.03,90.85,1.48,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47cb,POINT (4.358 50.797),6447,2022-11-19T00:00:00,998.54,4.86,7.31,2.33,99.64,7,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47ca,POINT (4.358 50.797),6447,2022-11-20T00:00:00,996.75,5.65,8.25,2.71,95.35,1.7,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47c9,POINT (4.358 50.797),6447,2022-11-21T00:00:00,987.18,6.16,8.2,3.34,93.6,3.4,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47c8,POINT (4.358 50.797),6447,2022-11-22T00:00:00,981.14,6.81,8.9,4.33,89.31,1.24,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47c7,POINT (4.358 50.797),6447,2022-11-23T00:00:00,986.32,7.92,9.44,5.66,88.21,5.56,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47c6,POINT (4.358 50.797),6447,2022-11-24T00:00:00,996.89,9.29,11.59,7.05,83.04,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47c5,POINT (4.358 50.797),6447,2022-11-25T00:00:00,1005.4,8.23,11.26,4.88,92.95,4.99,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47c4,POINT (4.358 50.797),6447,2022-11-26T00:00:00,1015.62,6.89,11.12,3.93,92.34,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47c3,POINT (4.358 50.797),6447,2022-11-27T00:00:00,1004.99,7.28,9.05,6.32,86.46,3.67,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47c2,POINT (4.358 50.797),6447,2022-11-28T00:00:00,999.21,8.08,9.42,5.19,97.54,4.33,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47c1,POINT (4.358 50.797),6447,2022-11-29T00:00:00,1007.25,4.95,6.01,3.48,100,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47c0,POINT (4.358 50.797),6447,2022-11-30T00:00:00,1012.57,5.41,7.13,4.24,97.7,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47bf,POINT (4.358 50.797),6447,2022-12-01T00:00:00,1014.51,5.27,6.24,4.36,90.08,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47be,POINT (4.358 50.797),6447,2022-12-02T00:00:00,1010.45,3.26,4.96,1.78,89.29,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47bd,POINT (4.358 50.797),6447,2022-12-03T00:00:00,1006.72,1.66,2.49,0.84,85.94,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47bc,POINT (4.358 50.797),6447,2022-12-04T00:00:00,1003.76,0.81,1.31,0.16,90.46,0.35,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47bb,POINT (4.358 50.797),6447,2022-12-05T00:00:00,1007.08,2.49,4.61,0.86,99.27,7.28,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47ba,POINT (4.358 50.797),6447,2022-12-06T00:00:00,1008.21,4.94,6.61,3.38,94.28,0.35,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47b9,POINT (4.358 50.797),6447,2022-12-07T00:00:00,1005.07,3.87,6.26,2.47,97.97,3.26,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47b8,POINT (4.358 50.797),6447,2022-12-08T00:00:00,997.22,2.14,4.67,-0.11,94.54,0.33,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47b7,POINT (4.358 50.797),6447,2022-12-09T00:00:00,994.63,-1.07,0.09,-2.09,98.74,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47b6,POINT (4.358 50.797),6447,2022-12-10T00:00:00,998.56,-1.15,0.64,-2.51,99.06,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47b5,POINT (4.358 50.797),6447,2022-12-11T00:00:00,997.87,0.08,1.92,-1.73,90.6,0.09,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47b4,POINT (4.358 50.797),6447,2022-12-12T00:00:00,999.25,-2.3,2.48,-4.91,88.47,0.04,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47b3,POINT (4.358 50.797),6447,2022-12-13T00:00:00,995.68,-2.58,0.12,-5.21,81.45,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47b2,POINT (4.358 50.797),6447,2022-12-14T00:00:00,991.18,-2.7,0.15,-5.8,83.55,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47b1,POINT (4.358 50.797),6447,2022-12-15T00:00:00,996.62,-3.05,2.79,-6.37,88.05,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47b0,POINT (4.358 50.797),6447,2022-12-16T00:00:00,1003.91,-1.17,2.4,-5.06,92.54,0.06,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47af,POINT (4.358 50.797),6447,2022-12-17T00:00:00,1012.95,-3.45,1.19,-6.15,93.78,0,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47ae,POINT (4.358 50.797),6447,2022-12-18T00:00:00,1010.4,-1.65,3.53,-6.77,81.04,2.78,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47ad,POINT (4.358 50.797),6447,2022-12-19T00:00:00,1003.58,9.24,12.32,3.55,82.45,5.11,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47ac,POINT (4.358 50.797),6447,2022-12-20T00:00:00,999.46,10.38,12.3,8.98,90.99,21.1,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47ab,POINT (4.358 50.797),6447,2022-12-21T00:00:00,997.54,8.51,10.26,7.21,97.09,3.14,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47aa,POINT (4.358 50.797),6447,2022-12-22T00:00:00,992.84,9.83,10.87,8.2,97.55,7.66,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47a9,POINT (4.358 50.797),6447,2022-12-23T00:00:00,992.96,10.66,13.28,9.09,92.86,10.46,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47a8,POINT (4.358 50.797),6447,2022-12-24T00:00:00,1000.96,10.08,11.84,9,91.97,4.04,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47a7,POINT (4.358 50.797),6447,2022-12-25T00:00:00,999.08,9.96,11.21,9.07,96.99,23.1,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":false,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47a6,POINT (4.358 50.797),6447,2022-12-26T00:00:00,1004.58,7.27,10.05,3.49,87.76,1.36,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47a5,POINT (4.358 50.797),6447,2022-12-27T00:00:00,1011.5,5.7,8,3.67,86.8,0.03,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47a4,POINT (4.358 50.797),6447,2022-12-28T00:00:00,997.62,9.18,11.16,6.97,89.87,2.85,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47a3,POINT (4.358 50.797),6447,2022-12-29T00:00:00,993.67,9.05,11.61,6.84,81.75,9.7,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47a2,POINT (4.358 50.797),6447,2022-12-30T00:00:00,992.97,9.16,13.97,4.82,91.28,6.29,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47a1,POINT (4.358 50.797),6447,2022-12-31T00:00:00,995.15,15.55,16.32,13.78,71.69,1.13,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-47a0,POINT (4.358 50.797),6447,2023-01-01T00:00:00,1000.95,12.79,15.23,10.42,76.97,3.28,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-479f,POINT (4.358 50.797),6447,2023-01-02T00:00:00,1005.93,9.21,12.98,5.05,93.68,6.14,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-479e,POINT (4.358 50.797),6447,2023-01-03T00:00:00,1013.25,7,8.99,3.26,91.75,1.93,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-479d,POINT (4.358 50.797),6447,2023-01-04T00:00:00,1006.15,11.25,12.4,8.71,90.57,3.25,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
aws_1day.fid-43fc473f_19185bab7bf_-479c,POINT (4.358 50.797),6447,2023-01-05T00:00:00,1008.86,10.66,11.37,9.63,90.55,1.2,,"{""validated"": {""air_pressure"":true,""air_temperature_avg"":true,""air_temperature_max"":true,""air_temperature_min"":true,""relative_humidity"":true,""precipitation"":true,""wind_speed"":false}}"
